seg	tick	x	y	z	vx	vy	vz	fx	fy	fz	ux	uy	uz	avx	avy	avz	ground	boost
land_nose_down	120	-2.61	0	14.86	-46.591	0	-39.871	0.999885	0	-0.0151475	0.0151475	0	0.999885	0	-0.95211	0	1	100
land_nose_down	122	-3.28	0	14.9	-37.831	0	11.001	0.999944	0	-0.0105459	0.0105459	0	0.999944	0	-0.14881	0	1	100
land_nose_down	124	-3.8	0	15.22	-29.071	0	20.551	0.99995	0	-0.00997071	0.00997071	0	0.99995	0	-0.02731	0	1	100
land_nose_down	126	-3.97	0	15.57	4.471	0	20.961	0.999952	0	-0.00977897	0.00977897	0	0.999952	0	-0.01351	0	1	100
land_nose_down	128	-3.98	0	15.9	0.211	0	18.751	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	-0.00541	0	1	100
land_nose_down	130	-3.98	0	16.17	-0.021	0	15.601	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	-0.00211	0	1	100
land_nose_down	132	-3.98	0	16.39	-0.011	0	12.411	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	-0.00081	0	1	100
land_nose_down	134	-3.98	0	16.56	0	0	9.591	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	-0.00021	0	1	100
land_nose_down	136	-3.98	0	16.69	0	0	7.241	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0	0	1	100
land_nose_down	138	-3.98	0	16.78	0	0	5.381	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0	0	1	100
land_nose_down	140	-3.98	0	16.85	0	0	3.961	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00011	0	1	100
land_nose_down	142	-3.98	0	16.9	0	0	2.891	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00021	0	1	100
land_nose_down	144	-3.98	0	16.94	0	0	2.111	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00021	0	1	100
land_nose_down	146	-3.98	0	16.96	0	0	1.521	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00031	0	1	100
land_nose_down	148	-3.98	0	16.98	0	0	1.131	0.999954	0	-0.00958723	0.00958723	0	0.999954	0	0.00031	0	1	100
land_nose_up	0	0	0	319.82	0	0	-13.531	0.900517	0	0.434821	-0.434821	0	0.900517	0	0	0	0	100
land_nose_up	2	0	0	319.46	0	0	-24.351	0.900517	0	0.434821	-0.434821	0	0.900517	0	0	0	0	100
land_nose_up	4	0	0	318.92	0	0	-35.171	0.900517	0	0.434821	-0.434821	0	0.900517	0	0	0	0	100
land_nose_up	6	0	0	318.2	0	0	-45.991	0.900517	0	0.434821	-0.434821	0	0.900517	0	0	0	0	100
